time_durations.thisRepN,time_durations.thisTrialN,time_durations.thisN,time_durations.thisIndex,welcomeResp.keys,welcomeResp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,space,0.6723499299996547,,001,2021_мар_15_1147,time_perception,2020.2.10,60.04930059591913,
