t1,t2,time_durations.thisRepN,time_durations.thisTrialN,time_durations.thisN,time_durations.thisIndex,welcomeText.started,welcomeText.stopped,welcomeResp.keys,welcomeResp.rt,welcomeResp.started,welcomeResp.stopped,firstImg.started,firstImg.stopped,blackImg1.started,blackImg1.stopped,secondImg.started,secondImg.stopped,blackImg2.started,blackImg2.stopped,responseImg.started,responseImg.stopped,responseKey.keys,responseKey.rt,responseKey.started,responseKey.stopped,responseText.started,responseText.stopped,responseRepeat.keys,responseRepeat.rt,responseRepeat.started,responseRepeat.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,3.2902882140006113,None,space,1.6849930729986227,3.2902882140006113,None,,,,,,,,,,,,,,,,,,,,,,001,2021_мар_10_1831,time_perception,2020.2.10,60.21374035350501,
4.0,5.6,0,0,0,0,,,,,,,5.016014601998904,None,9.02433103400108,None,9.924759903999075,None,15.526900627999566,None,16.52706965100151,None,2,2.201229840000451,16.52706965100151,None,18.7440642319998,None,space,3.6012781229983375,18.7440642319998,None,,001,2021_мар_10_1831,time_perception,2020.2.10,60.21374035350501,
,,,,,,,,,,,,22.361533136001526,None,25.562855997999577,None,,,,,,,,,,,,,,,,,,,,,,,
